Name,Price,Rating,Release,Follows,Online,Peak,Genre
Pocket Clothier,$8.99,77.65%,Jul 2022,349,1,32,Colony-Sim
Paragon Pioneers,$3.99,77.65%,Sep 2022,297,1,51,Colony-Sim
Crab God,$7.99,77.62%,Jun 2024,"3,536",9,107,Colony-Sim
Glittermitten Grove,$9.99,77.62%,Dec 2016,"2,010",0,391,Colony-Sim
The Ember Guardian: First FlamesDemo,Free,77.62%,Apr 2025,—,2,41,Colony-Sim
Burger Bistro Story,$8.99,77.44%,Jan 2023,"1,350",2,228,Colony-Sim
Purrplate DemoDemo,Free,77.43%,Sep 2025,—,0,65,Colony-Sim
Hot Springs Story 2,$8.99,77.42%,Dec 2022,790,6,96,Colony-Sim
Kingdom Two Crowns: Decennial Royal WardrobeDLC,$2.99,77.41%,Oct 2025,—,—,—,Colony-Sim
Bite the Crown DemoDemo,Free,77.41%,Jun 2025,—,0,2,Colony-Sim
Scaling Up DemoDemo,Free,77.41%,Feb 2025,—,0,9,Colony-Sim
Judgment: Outposts Free DLCDLC,Free,77.41%,May 2023,—,—,—,Colony-Sim
DinoBlits,—,77.40%,Sep 2023,385,0,9,Colony-Sim
Anno 1701 History Edition,$4.99,77.38%,Apr 2024,"1,724",131,160,Colony-Sim
Against the Storm - Keepers of the StoneDLC,$9.74,77.36%,Sep 2024,—,—,—,Colony-Sim
Paleon,$9.99,77.33%,Oct 2023,"4,106",2,41,Colony-Sim
Rogue AI Simulator,$11.99,77.23%,Jan 2023,"5,390",5,264,Colony-Sim
Founders' Fortune,$21.99,77.22%,Dec 2020,"23,252",17,863,Colony-Sim
High Sea Saga DX,$8.99,77.22%,Aug 2023,"2,411",35,"1,146",Colony-Sim
Tlatoani: Aztec Cities DemoDemo,Free,77.22%,Apr 2024,"1,355",1,25,Colony-Sim
Oxygen Not Included - Spaced Out!DLC,$8.70,77.20%,Dec 2021,—,—,—,Colony-Sim
Havendock,$14.86,77.19%,Apr 2025,"23,099",36,"1,701",Colony-Sim
Workers & Resources: Soviet Republic - BiomesDLC,$6.99,77.11%,Jun 2024,—,—,—,Colony-Sim
Catizens,$17.77,77.08%,Nov 2024,"4,871",0,93,Colony-Sim
IXION,$34.99,77.06%,Dec 2022,"106,160",248,"17,189",Colony-Sim
Tlatoani: Aztec Cities,$13.99,77.03%,Oct 2024,"4,864",2,105,Colony-Sim
Royal Lord - 王权领主 DemoDemo,Free,77.00%,Jun 2025,—,0,10,Colony-Sim
